scBarcode	Set	Origi	Type
human4_lib1.final_cell_0437	Donor4	beta	beta
human4_lib1.final_cell_0438	Donor4	ductal	ductal
human4_lib1.final_cell_0439	Donor4	ductal	ductal
human4_lib1.final_cell_0440	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0441	Donor4	alpha	alpha
human4_lib1.final_cell_0442	Donor4	alpha	alpha
human4_lib1.final_cell_0443	Donor4	alpha	alpha
human4_lib1.final_cell_0444	Donor4	beta	beta
human4_lib1.final_cell_0445	Donor4	beta	beta
human4_lib1.final_cell_0446	Donor4	ductal	ductal
human4_lib1.final_cell_0447	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0448	Donor4	alpha	alpha
human4_lib1.final_cell_0449	Donor4	gamma	gamma
human4_lib1.final_cell_0450	Donor4	quiescent_stellate	quiescent_stellate
human4_lib1.final_cell_0451	Donor4	beta	beta
human4_lib1.final_cell_0452	Donor4	ductal	ductal
human4_lib1.final_cell_0453	Donor4	delta	delta
human4_lib1.final_cell_0454	Donor4	beta	beta
human4_lib1.final_cell_0456	Donor4	beta	beta
human4_lib1.final_cell_0457	Donor4	alpha	alpha
human4_lib1.final_cell_0458	Donor4	gamma	gamma
human4_lib1.final_cell_0459	Donor4	beta	beta
human4_lib1.final_cell_0460	Donor4	alpha	alpha
human4_lib1.final_cell_0461	Donor4	beta	beta
human4_lib1.final_cell_0462	Donor4	ductal	ductal
human4_lib1.final_cell_0463	Donor4	beta	beta
human4_lib1.final_cell_0464	Donor4	gamma	gamma
human4_lib1.final_cell_0465	Donor4	beta	beta
human4_lib1.final_cell_0466	Donor4	ductal	ductal
human4_lib1.final_cell_0467	Donor4	beta	beta
human4_lib1.final_cell_0468	Donor4	ductal	ductal
human4_lib1.final_cell_0470	Donor4	gamma	gamma
human4_lib1.final_cell_0471	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0472	Donor4	alpha	alpha
human4_lib1.final_cell_0473	Donor4	alpha	alpha
human4_lib1.final_cell_0474	Donor4	beta	beta
human4_lib1.final_cell_0475	Donor4	beta	beta
human4_lib1.final_cell_0476	Donor4	beta	beta
human4_lib1.final_cell_0477	Donor4	alpha	alpha
human4_lib1.final_cell_0478	Donor4	beta	beta
human4_lib1.final_cell_0479	Donor4	alpha	alpha
human4_lib1.final_cell_0480	Donor4	alpha	alpha
human4_lib1.final_cell_0481	Donor4	alpha	alpha
human4_lib1.final_cell_0482	Donor4	beta	beta
human4_lib1.final_cell_0483	Donor4	alpha	alpha
human4_lib1.final_cell_0484	Donor4	gamma	gamma
human4_lib1.final_cell_0485	Donor4	endothelial	endothelial
human4_lib1.final_cell_0486	Donor4	beta	beta
human4_lib1.final_cell_0487	Donor4	alpha	alpha
human4_lib1.final_cell_0488	Donor4	gamma	gamma
human4_lib1.final_cell_0489	Donor4	beta	beta
human4_lib1.final_cell_0490	Donor4	beta	beta
human4_lib1.final_cell_0491	Donor4	beta	beta
human4_lib1.final_cell_0492	Donor4	ductal	ductal
human4_lib1.final_cell_0493	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0494	Donor4	delta	delta
human4_lib1.final_cell_0495	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0496	Donor4	ductal	ductal
human4_lib1.final_cell_0497	Donor4	beta	beta
human4_lib1.final_cell_0498	Donor4	alpha	alpha
human4_lib1.final_cell_0499	Donor4	beta	beta
human4_lib1.final_cell_0500	Donor4	beta	beta
human4_lib1.final_cell_0501	Donor4	beta	beta
human4_lib1.final_cell_0502	Donor4	beta	beta
human4_lib1.final_cell_0503	Donor4	beta	beta
human4_lib1.final_cell_0504	Donor4	beta	beta
human4_lib1.final_cell_0505	Donor4	gamma	gamma
human4_lib1.final_cell_0506	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0507	Donor4	ductal	ductal
human4_lib1.final_cell_0508	Donor4	alpha	alpha
human4_lib1.final_cell_0509	Donor4	beta	beta
human4_lib1.final_cell_0510	Donor4	beta	beta
human4_lib1.final_cell_0511	Donor4	alpha	alpha
human4_lib1.final_cell_0512	Donor4	beta	beta
human4_lib1.final_cell_0513	Donor4	beta	beta
human4_lib1.final_cell_0514	Donor4	beta	beta
human4_lib1.final_cell_0515	Donor4	beta	beta
human4_lib1.final_cell_0516	Donor4	beta	beta
human4_lib1.final_cell_0517	Donor4	gamma	gamma
human4_lib1.final_cell_0518	Donor4	alpha	alpha
human4_lib1.final_cell_0519	Donor4	alpha	alpha
human4_lib1.final_cell_0520	Donor4	ductal	ductal
human4_lib1.final_cell_0521	Donor4	beta	beta
human4_lib1.final_cell_0522	Donor4	beta	beta
human4_lib1.final_cell_0523	Donor4	beta	beta
human4_lib1.final_cell_0524	Donor4	beta	beta
human4_lib1.final_cell_0525	Donor4	beta	beta
human4_lib1.final_cell_0526	Donor4	ductal	ductal
human4_lib1.final_cell_0527	Donor4	beta	beta
human4_lib1.final_cell_0528	Donor4	ductal	ductal
human4_lib1.final_cell_0529	Donor4	beta	beta
human4_lib1.final_cell_0530	Donor4	delta	delta
human4_lib1.final_cell_0531	Donor4	beta	beta
human4_lib1.final_cell_0532	Donor4	beta	beta
human4_lib1.final_cell_0533	Donor4	delta	delta
human4_lib1.final_cell_0534	Donor4	ductal	ductal
human4_lib1.final_cell_0535	Donor4	beta	beta
human4_lib1.final_cell_0536	Donor4	alpha	alpha
human4_lib1.final_cell_0537	Donor4	beta	beta
human4_lib1.final_cell_0538	Donor4	beta	beta
human4_lib1.final_cell_0539	Donor4	beta	beta
human4_lib1.final_cell_0540	Donor4	ductal	ductal
human4_lib1.final_cell_0541	Donor4	alpha	alpha
human4_lib1.final_cell_0542	Donor4	beta	beta
human4_lib1.final_cell_0543	Donor4	beta	beta
human4_lib1.final_cell_0544	Donor4	ductal	ductal
human4_lib1.final_cell_0545	Donor4	alpha	alpha
human4_lib1.final_cell_0546	Donor4	beta	beta
human4_lib1.final_cell_0547	Donor4	alpha	alpha
human4_lib1.final_cell_0548	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0549	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0550	Donor4	delta	delta
human4_lib1.final_cell_0551	Donor4	beta	beta
human4_lib1.final_cell_0552	Donor4	beta	beta
human4_lib1.final_cell_0553	Donor4	beta	beta
human4_lib1.final_cell_0554	Donor4	ductal	ductal
human4_lib1.final_cell_0555	Donor4	beta	beta
human4_lib1.final_cell_0556	Donor4	ductal	ductal
human4_lib1.final_cell_0557	Donor4	beta	beta
human4_lib1.final_cell_0558	Donor4	alpha	alpha
human4_lib1.final_cell_0559	Donor4	ductal	ductal
human4_lib1.final_cell_0560	Donor4	alpha	alpha
human4_lib1.final_cell_0561	Donor4	gamma	gamma
human4_lib1.final_cell_0562	Donor4	alpha	alpha
human4_lib1.final_cell_0563	Donor4	beta	beta
human4_lib1.final_cell_0564	Donor4	ductal	ductal
human4_lib1.final_cell_0565	Donor4	beta	beta
human4_lib1.final_cell_0566	Donor4	ductal	ductal
human4_lib1.final_cell_0567	Donor4	beta	beta
human4_lib1.final_cell_0568	Donor4	t_cell	t_cell
human4_lib1.final_cell_0569	Donor4	alpha	alpha
human4_lib1.final_cell_0570	Donor4	gamma	gamma
human4_lib1.final_cell_0571	Donor4	delta	delta
human4_lib1.final_cell_0572	Donor4	endothelial	endothelial
human4_lib1.final_cell_0573	Donor4	alpha	alpha
human4_lib1.final_cell_0574	Donor4	alpha	alpha
human4_lib1.final_cell_0575	Donor4	gamma	gamma
human4_lib1.final_cell_0576	Donor4	beta	beta
human4_lib1.final_cell_0577	Donor4	beta	beta
human4_lib1.final_cell_0578	Donor4	quiescent_stellate	quiescent_stellate
human4_lib1.final_cell_0579	Donor4	macrophage	macrophage
human4_lib1.final_cell_0580	Donor4	gamma	gamma
human4_lib1.final_cell_0581	Donor4	alpha	alpha
human4_lib1.final_cell_0582	Donor4	beta	beta
human4_lib1.final_cell_0583	Donor4	beta	beta
human4_lib1.final_cell_0585	Donor4	ductal	ductal
human4_lib1.final_cell_0586	Donor4	beta	beta
human4_lib1.final_cell_0587	Donor4	beta	beta
human4_lib1.final_cell_0588	Donor4	alpha	alpha
human4_lib1.final_cell_0589	Donor4	beta	beta
human4_lib1.final_cell_0590	Donor4	ductal	ductal
human4_lib1.final_cell_0591	Donor4	alpha	alpha
human4_lib1.final_cell_0592	Donor4	ductal	ductal
human4_lib1.final_cell_0593	Donor4	alpha	alpha
human4_lib1.final_cell_0594	Donor4	activated_stellate	activated_stellate
human4_lib1.final_cell_0595	Donor4	ductal	ductal
human4_lib1.final_cell_0596	Donor4	ductal	ductal
human4_lib1.final_cell_0597	Donor4	beta	beta
human4_lib1.final_cell_0598	Donor4	beta	beta
human4_lib1.final_cell_0599	Donor4	ductal	ductal
human4_lib1.final_cell_0600	Donor4	ductal	ductal
human4_lib1.final_cell_0601	Donor4	ductal	ductal
human4_lib1.final_cell_0602	Donor4	ductal	ductal
human4_lib3.final_cell_0001	Donor4	beta	beta
human4_lib3.final_cell_0002	Donor4	delta	delta
human4_lib3.final_cell_0003	Donor4	delta	delta
human4_lib3.final_cell_0004	Donor4	beta	beta
human4_lib3.final_cell_0007	Donor4	beta	beta
human4_lib3.final_cell_0009	Donor4	ductal	ductal
human4_lib3.final_cell_0010	Donor4	beta	beta
human4_lib3.final_cell_0011	Donor4	ductal	ductal
human4_lib3.final_cell_0012	Donor4	beta	beta
human4_lib3.final_cell_0016	Donor4	beta	beta
human4_lib3.final_cell_0018	Donor4	delta	delta
human4_lib3.final_cell_0019	Donor4	alpha	alpha
human4_lib3.final_cell_0022	Donor4	ductal	ductal
human4_lib3.final_cell_0023	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0024	Donor4	beta	beta
human4_lib3.final_cell_0025	Donor4	beta	beta
human4_lib3.final_cell_0026	Donor4	delta	delta
human4_lib3.final_cell_0027	Donor4	beta	beta
human4_lib3.final_cell_0029	Donor4	beta	beta
human4_lib3.final_cell_0030	Donor4	delta	delta
human4_lib3.final_cell_0032	Donor4	alpha	alpha
human4_lib3.final_cell_0033	Donor4	delta	delta
human4_lib3.final_cell_0034	Donor4	beta	beta
human4_lib3.final_cell_0036	Donor4	delta	delta
human4_lib3.final_cell_0037	Donor4	beta	beta
human4_lib3.final_cell_0039	Donor4	delta	delta
human4_lib3.final_cell_0040	Donor4	beta	beta
human4_lib3.final_cell_0041	Donor4	beta	beta
human4_lib3.final_cell_0042	Donor4	beta	beta
human4_lib3.final_cell_0043	Donor4	ductal	ductal
human4_lib3.final_cell_0045	Donor4	ductal	ductal
human4_lib3.final_cell_0046	Donor4	ductal	ductal
human4_lib3.final_cell_0047	Donor4	delta	delta
human4_lib3.final_cell_0048	Donor4	alpha	alpha
human4_lib3.final_cell_0050	Donor4	delta	delta
human4_lib3.final_cell_0051	Donor4	beta	beta
human4_lib3.final_cell_0052	Donor4	beta	beta
human4_lib3.final_cell_0053	Donor4	delta	delta
human4_lib3.final_cell_0054	Donor4	ductal	ductal
human4_lib3.final_cell_0055	Donor4	ductal	ductal
human4_lib3.final_cell_0056	Donor4	delta	delta
human4_lib3.final_cell_0058	Donor4	delta	delta
human4_lib3.final_cell_0059	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0060	Donor4	alpha	alpha
human4_lib3.final_cell_0061	Donor4	beta	beta
human4_lib3.final_cell_0062	Donor4	ductal	ductal
human4_lib3.final_cell_0064	Donor4	macrophage	macrophage
human4_lib3.final_cell_0065	Donor4	beta	beta
human4_lib3.final_cell_0066	Donor4	beta	beta
human4_lib3.final_cell_0067	Donor4	beta	beta
human4_lib3.final_cell_0068	Donor4	beta	beta
human4_lib3.final_cell_0069	Donor4	ductal	ductal
human4_lib3.final_cell_0070	Donor4	delta	delta
human4_lib3.final_cell_0072	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0073	Donor4	alpha	alpha
human4_lib3.final_cell_0074	Donor4	delta	delta
human4_lib3.final_cell_0076	Donor4	ductal	ductal
human4_lib3.final_cell_0077	Donor4	beta	beta
human4_lib3.final_cell_0078	Donor4	beta	beta
human4_lib3.final_cell_0080	Donor4	delta	delta
human4_lib3.final_cell_0081	Donor4	beta	beta
human4_lib3.final_cell_0082	Donor4	alpha	alpha
human4_lib3.final_cell_0083	Donor4	delta	delta
human4_lib3.final_cell_0084	Donor4	gamma	gamma
human4_lib3.final_cell_0085	Donor4	beta	beta
human4_lib3.final_cell_0086	Donor4	ductal	ductal
human4_lib3.final_cell_0087	Donor4	alpha	alpha
human4_lib3.final_cell_0088	Donor4	alpha	alpha
human4_lib3.final_cell_0089	Donor4	beta	beta
human4_lib3.final_cell_0090	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0091	Donor4	beta	beta
human4_lib3.final_cell_0092	Donor4	beta	beta
human4_lib3.final_cell_0093	Donor4	delta	delta
human4_lib3.final_cell_0094	Donor4	beta	beta
human4_lib3.final_cell_0095	Donor4	alpha	alpha
human4_lib3.final_cell_0096	Donor4	ductal	ductal
human4_lib3.final_cell_0097	Donor4	beta	beta
human4_lib3.final_cell_0098	Donor4	alpha	alpha
human4_lib3.final_cell_0099	Donor4	beta	beta
human4_lib3.final_cell_0100	Donor4	ductal	ductal
human4_lib3.final_cell_0101	Donor4	beta	beta
human4_lib3.final_cell_0102	Donor4	alpha	alpha
human4_lib3.final_cell_0103	Donor4	beta	beta
human4_lib3.final_cell_0105	Donor4	beta	beta
human4_lib3.final_cell_0106	Donor4	ductal	ductal
human4_lib3.final_cell_0107	Donor4	delta	delta
human4_lib3.final_cell_0108	Donor4	beta	beta
human4_lib3.final_cell_0109	Donor4	alpha	alpha
human4_lib3.final_cell_0110	Donor4	delta	delta
human4_lib3.final_cell_0111	Donor4	delta	delta
human4_lib3.final_cell_0112	Donor4	beta	beta
human4_lib3.final_cell_0113	Donor4	ductal	ductal
human4_lib3.final_cell_0114	Donor4	alpha	alpha
human4_lib3.final_cell_0115	Donor4	delta	delta
human4_lib3.final_cell_0116	Donor4	beta	beta
human4_lib3.final_cell_0117	Donor4	beta	beta
human4_lib3.final_cell_0118	Donor4	alpha	alpha
human4_lib3.final_cell_0119	Donor4	quiescent_stellate	quiescent_stellate
human4_lib3.final_cell_0120	Donor4	alpha	alpha
human4_lib3.final_cell_0121	Donor4	beta	beta
human4_lib3.final_cell_0122	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0123	Donor4	ductal	ductal
human4_lib3.final_cell_0124	Donor4	alpha	alpha
human4_lib3.final_cell_0126	Donor4	beta	beta
human4_lib3.final_cell_0127	Donor4	alpha	alpha
human4_lib3.final_cell_0128	Donor4	alpha	alpha
human4_lib3.final_cell_0129	Donor4	ductal	ductal
human4_lib3.final_cell_0130	Donor4	ductal	ductal
human4_lib3.final_cell_0132	Donor4	alpha	alpha
human4_lib3.final_cell_0133	Donor4	alpha	alpha
human4_lib3.final_cell_0134	Donor4	alpha	alpha
human4_lib3.final_cell_0135	Donor4	beta	beta
human4_lib3.final_cell_0137	Donor4	delta	delta
human4_lib3.final_cell_0138	Donor4	ductal	ductal
human4_lib3.final_cell_0139	Donor4	beta	beta
human4_lib3.final_cell_0140	Donor4	beta	beta
human4_lib3.final_cell_0141	Donor4	ductal	ductal
human4_lib3.final_cell_0142	Donor4	beta	beta
human4_lib3.final_cell_0143	Donor4	beta	beta
human4_lib3.final_cell_0144	Donor4	ductal	ductal
human4_lib3.final_cell_0145	Donor4	gamma	gamma
human4_lib3.final_cell_0146	Donor4	ductal	ductal
human4_lib3.final_cell_0147	Donor4	alpha	alpha
human4_lib3.final_cell_0148	Donor4	delta	delta
human4_lib3.final_cell_0149	Donor4	beta	beta
human4_lib3.final_cell_0150	Donor4	beta	beta
human4_lib3.final_cell_0151	Donor4	beta	beta
human4_lib3.final_cell_0152	Donor4	beta	beta
human4_lib3.final_cell_0153	Donor4	alpha	alpha
human4_lib3.final_cell_0154	Donor4	delta	delta
human4_lib3.final_cell_0155	Donor4	beta	beta
human4_lib3.final_cell_0156	Donor4	beta	beta
human4_lib3.final_cell_0157	Donor4	beta	beta
human4_lib3.final_cell_0159	Donor4	ductal	ductal
human4_lib3.final_cell_0161	Donor4	delta	delta
human4_lib3.final_cell_0162	Donor4	beta	beta
human4_lib3.final_cell_0163	Donor4	alpha	alpha
human4_lib3.final_cell_0164	Donor4	alpha	alpha
human4_lib3.final_cell_0165	Donor4	delta	delta
human4_lib3.final_cell_0166	Donor4	ductal	ductal
human4_lib3.final_cell_0167	Donor4	ductal	ductal
human4_lib3.final_cell_0168	Donor4	beta	beta
human4_lib3.final_cell_0169	Donor4	beta	beta
human4_lib3.final_cell_0170	Donor4	alpha	alpha
human4_lib3.final_cell_0171	Donor4	gamma	gamma
human4_lib3.final_cell_0172	Donor4	beta	beta
human4_lib3.final_cell_0173	Donor4	alpha	alpha
human4_lib3.final_cell_0174	Donor4	delta	delta
human4_lib3.final_cell_0175	Donor4	alpha	alpha
human4_lib3.final_cell_0176	Donor4	beta	beta
human4_lib3.final_cell_0177	Donor4	delta	delta
human4_lib3.final_cell_0179	Donor4	ductal	ductal
human4_lib3.final_cell_0180	Donor4	beta	beta
human4_lib3.final_cell_0181	Donor4	ductal	ductal
human4_lib3.final_cell_0182	Donor4	beta	beta
human4_lib3.final_cell_0183	Donor4	alpha	alpha
human4_lib3.final_cell_0184	Donor4	alpha	alpha
human4_lib3.final_cell_0185	Donor4	ductal	ductal
human4_lib3.final_cell_0186	Donor4	beta	beta
human4_lib3.final_cell_0187	Donor4	gamma	gamma
human4_lib3.final_cell_0188	Donor4	alpha	alpha
human4_lib3.final_cell_0189	Donor4	beta	beta
human4_lib3.final_cell_0190	Donor4	delta	delta
human4_lib3.final_cell_0191	Donor4	ductal	ductal
human4_lib3.final_cell_0192	Donor4	beta	beta
human4_lib3.final_cell_0193	Donor4	alpha	alpha
human4_lib3.final_cell_0194	Donor4	ductal	ductal
human4_lib3.final_cell_0195	Donor4	alpha	alpha
human4_lib3.final_cell_0196	Donor4	gamma	gamma
human4_lib3.final_cell_0197	Donor4	beta	beta
human4_lib3.final_cell_0198	Donor4	beta	beta
human4_lib3.final_cell_0199	Donor4	beta	beta
human4_lib3.final_cell_0200	Donor4	ductal	ductal
human4_lib3.final_cell_0201	Donor4	ductal	ductal
human4_lib3.final_cell_0202	Donor4	beta	beta
human4_lib3.final_cell_0203	Donor4	gamma	gamma
human4_lib3.final_cell_0204	Donor4	ductal	ductal
human4_lib3.final_cell_0205	Donor4	alpha	alpha
human4_lib3.final_cell_0206	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0207	Donor4	ductal	ductal
human4_lib3.final_cell_0208	Donor4	gamma	gamma
human4_lib3.final_cell_0210	Donor4	alpha	alpha
human4_lib3.final_cell_0211	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0212	Donor4	alpha	alpha
human4_lib3.final_cell_0213	Donor4	beta	beta
human4_lib3.final_cell_0214	Donor4	beta	beta
human4_lib3.final_cell_0215	Donor4	macrophage	macrophage
human4_lib3.final_cell_0217	Donor4	alpha	alpha
human4_lib3.final_cell_0218	Donor4	delta	delta
human4_lib3.final_cell_0219	Donor4	beta	beta
human4_lib3.final_cell_0220	Donor4	ductal	ductal
human4_lib3.final_cell_0222	Donor4	ductal	ductal
human4_lib3.final_cell_0223	Donor4	beta	beta
human4_lib3.final_cell_0224	Donor4	delta	delta
human4_lib3.final_cell_0225	Donor4	beta	beta
human4_lib3.final_cell_0226	Donor4	alpha	alpha
human4_lib3.final_cell_0227	Donor4	ductal	ductal
human4_lib3.final_cell_0228	Donor4	beta	beta
human4_lib3.final_cell_0229	Donor4	ductal	ductal
human4_lib3.final_cell_0230	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0231	Donor4	alpha	alpha
human4_lib3.final_cell_0232	Donor4	beta	beta
human4_lib3.final_cell_0233	Donor4	delta	delta
human4_lib3.final_cell_0234	Donor4	beta	beta
human4_lib3.final_cell_0235	Donor4	beta	beta
human4_lib3.final_cell_0236	Donor4	delta	delta
human4_lib3.final_cell_0237	Donor4	beta	beta
human4_lib3.final_cell_0238	Donor4	alpha	alpha
human4_lib3.final_cell_0239	Donor4	alpha	alpha
human4_lib3.final_cell_0240	Donor4	alpha	alpha
human4_lib3.final_cell_0241	Donor4	ductal	ductal
human4_lib3.final_cell_0242	Donor4	alpha	alpha
human4_lib3.final_cell_0243	Donor4	alpha	alpha
human4_lib3.final_cell_0244	Donor4	beta	beta
human4_lib3.final_cell_0246	Donor4	ductal	ductal
human4_lib3.final_cell_0247	Donor4	ductal	ductal
human4_lib3.final_cell_0248	Donor4	alpha	alpha
human4_lib3.final_cell_0249	Donor4	beta	beta
human4_lib3.final_cell_0250	Donor4	delta	delta
human4_lib3.final_cell_0251	Donor4	beta	beta
human4_lib3.final_cell_0252	Donor4	ductal	ductal
human4_lib3.final_cell_0253	Donor4	beta	beta
human4_lib3.final_cell_0254	Donor4	ductal	ductal
human4_lib3.final_cell_0255	Donor4	beta	beta
human4_lib3.final_cell_0256	Donor4	alpha	alpha
human4_lib3.final_cell_0257	Donor4	beta	beta
human4_lib3.final_cell_0258	Donor4	beta	beta
human4_lib3.final_cell_0259	Donor4	ductal	ductal
human4_lib3.final_cell_0260	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0261	Donor4	ductal	ductal
human4_lib3.final_cell_0262	Donor4	beta	beta
human4_lib3.final_cell_0263	Donor4	ductal	ductal
human4_lib3.final_cell_0264	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0265	Donor4	ductal	ductal
human4_lib3.final_cell_0266	Donor4	beta	beta
human4_lib3.final_cell_0267	Donor4	beta	beta
human4_lib3.final_cell_0268	Donor4	beta	beta
human4_lib3.final_cell_0269	Donor4	delta	delta
human4_lib3.final_cell_0270	Donor4	alpha	alpha
human4_lib3.final_cell_0271	Donor4	delta	delta
human4_lib3.final_cell_0272	Donor4	alpha	alpha
human4_lib3.final_cell_0273	Donor4	ductal	ductal
human4_lib3.final_cell_0274	Donor4	gamma	gamma
human4_lib3.final_cell_0275	Donor4	gamma	gamma
human4_lib3.final_cell_0276	Donor4	alpha	alpha
human4_lib3.final_cell_0278	Donor4	beta	beta
human4_lib3.final_cell_0279	Donor4	alpha	alpha
human4_lib3.final_cell_0280	Donor4	alpha	alpha
human4_lib3.final_cell_0281	Donor4	alpha	alpha
human4_lib3.final_cell_0282	Donor4	ductal	ductal
human4_lib3.final_cell_0283	Donor4	ductal	ductal
human4_lib3.final_cell_0284	Donor4	beta	beta
human4_lib3.final_cell_0285	Donor4	beta	beta
human4_lib3.final_cell_0286	Donor4	ductal	ductal
human4_lib3.final_cell_0287	Donor4	activated_stellate	activated_stellate
human4_lib3.final_cell_0288	Donor4	beta	beta
human4_lib3.final_cell_0289	Donor4	ductal	ductal
human4_lib3.final_cell_0290	Donor4	ductal	ductal
human4_lib3.final_cell_0291	Donor4	ductal	ductal
human4_lib3.final_cell_0293	Donor4	ductal	ductal
human4_lib3.final_cell_0294	Donor4	gamma	gamma
human4_lib3.final_cell_0295	Donor4	alpha	alpha
human4_lib3.final_cell_0296	Donor4	ductal	ductal
