Barcode	Origi	Set
mouse1_lib2.final_cell_0264	beta	Mouse1
mouse1_lib2.final_cell_0266	endothelial	Mouse1
mouse1_lib2.final_cell_0267	beta	Mouse1
mouse1_lib2.final_cell_0268	beta	Mouse1
mouse1_lib2.final_cell_0269	activated_stellate	Mouse1
mouse1_lib2.final_cell_0271	ductal	Mouse1
mouse1_lib2.final_cell_0272	macrophage	Mouse1
mouse1_lib2.final_cell_0273	beta	Mouse1
mouse1_lib2.final_cell_0275	beta	Mouse1
mouse1_lib2.final_cell_0278	beta	Mouse1
mouse1_lib2.final_cell_0279	ductal	Mouse1
mouse1_lib2.final_cell_0280	ductal	Mouse1
mouse1_lib2.final_cell_0281	ductal	Mouse1
mouse1_lib2.final_cell_0282	ductal	Mouse1
mouse1_lib2.final_cell_0283	ductal	Mouse1
mouse1_lib2.final_cell_0284	ductal	Mouse1
mouse1_lib2.final_cell_0285	ductal	Mouse1
mouse1_lib2.final_cell_0286	ductal	Mouse1
mouse1_lib2.final_cell_0287	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0289	endothelial	Mouse1
mouse1_lib2.final_cell_0290	ductal	Mouse1
mouse1_lib2.final_cell_0291	endothelial	Mouse1
mouse1_lib3.final_cell_0001	beta	Mouse1
mouse1_lib3.final_cell_0002	beta	Mouse1
mouse1_lib3.final_cell_0003	ductal	Mouse1
mouse1_lib3.final_cell_0006	endothelial	Mouse1
mouse1_lib3.final_cell_0007	beta	Mouse1
mouse1_lib3.final_cell_0008	ductal	Mouse1
mouse1_lib3.final_cell_0009	beta	Mouse1
mouse1_lib3.final_cell_0010	ductal	Mouse1
mouse1_lib3.final_cell_0011	ductal	Mouse1
mouse1_lib3.final_cell_0012	ductal	Mouse1
mouse1_lib3.final_cell_0013	ductal	Mouse1
mouse1_lib3.final_cell_0014	ductal	Mouse1
mouse1_lib3.final_cell_0015	ductal	Mouse1
mouse1_lib3.final_cell_0016	ductal	Mouse1
mouse1_lib3.final_cell_0017	ductal	Mouse1
mouse1_lib3.final_cell_0018	beta	Mouse1
mouse1_lib3.final_cell_0019	ductal	Mouse1
mouse1_lib3.final_cell_0020	gamma	Mouse1
mouse1_lib3.final_cell_0022	beta	Mouse1
mouse1_lib3.final_cell_0023	beta	Mouse1
mouse1_lib3.final_cell_0025	ductal	Mouse1
mouse1_lib3.final_cell_0027	quiescent_stellate	Mouse1
mouse1_lib3.final_cell_0028	ductal	Mouse1
mouse1_lib3.final_cell_0029	ductal	Mouse1
mouse1_lib3.final_cell_0030	endothelial	Mouse1
mouse1_lib3.final_cell_0031	ductal	Mouse1
mouse1_lib3.final_cell_0033	ductal	Mouse1
mouse1_lib3.final_cell_0034	ductal	Mouse1
mouse1_lib3.final_cell_0035	ductal	Mouse1
mouse1_lib3.final_cell_0036	ductal	Mouse1
mouse1_lib3.final_cell_0037	ductal	Mouse1
mouse1_lib3.final_cell_0039	beta	Mouse1
mouse1_lib3.final_cell_0040	beta	Mouse1
mouse1_lib3.final_cell_0041	ductal	Mouse1
mouse1_lib3.final_cell_0042	endothelial	Mouse1
mouse1_lib3.final_cell_0043	endothelial	Mouse1
mouse1_lib3.final_cell_0046	ductal	Mouse1
mouse1_lib3.final_cell_0048	beta	Mouse1
mouse1_lib3.final_cell_0049	beta	Mouse1
mouse1_lib3.final_cell_0051	beta	Mouse1
mouse1_lib3.final_cell_0052	beta	Mouse1
mouse1_lib3.final_cell_0053	beta	Mouse1
mouse1_lib3.final_cell_0054	endothelial	Mouse1
mouse1_lib3.final_cell_0055	endothelial	Mouse1
mouse1_lib3.final_cell_0056	ductal	Mouse1
mouse1_lib3.final_cell_0057	quiescent_stellate	Mouse1
mouse1_lib3.final_cell_0058	beta	Mouse1
mouse1_lib3.final_cell_0059	beta	Mouse1
mouse1_lib3.final_cell_0061	beta	Mouse1
mouse1_lib3.final_cell_0062	beta	Mouse1
mouse1_lib3.final_cell_0063	ductal	Mouse1
mouse1_lib3.final_cell_0064	ductal	Mouse1
mouse1_lib3.final_cell_0065	beta	Mouse1
mouse1_lib3.final_cell_0067	ductal	Mouse1
mouse1_lib3.final_cell_0068	beta	Mouse1
mouse1_lib3.final_cell_0069	beta	Mouse1
mouse1_lib3.final_cell_0070	ductal	Mouse1
mouse1_lib3.final_cell_0071	ductal	Mouse1
mouse1_lib3.final_cell_0072	ductal	Mouse1
mouse1_lib3.final_cell_0073	ductal	Mouse1
mouse1_lib3.final_cell_0074	beta	Mouse1
mouse1_lib3.final_cell_0075	beta	Mouse1
mouse1_lib3.final_cell_0076	ductal	Mouse1
mouse1_lib3.final_cell_0077	beta	Mouse1
mouse1_lib3.final_cell_0078	activated_stellate	Mouse1
mouse1_lib3.final_cell_0079	immune_other	Mouse1
mouse1_lib3.final_cell_0080	beta	Mouse1
mouse1_lib3.final_cell_0082	ductal	Mouse1
mouse1_lib3.final_cell_0084	beta	Mouse1
mouse1_lib3.final_cell_0085	quiescent_stellate	Mouse1
mouse1_lib3.final_cell_0086	ductal	Mouse1
mouse1_lib3.final_cell_0087	ductal	Mouse1
mouse1_lib3.final_cell_0089	ductal	Mouse1
mouse1_lib3.final_cell_0090	ductal	Mouse1
mouse1_lib3.final_cell_0091	ductal	Mouse1
mouse1_lib3.final_cell_0092	beta	Mouse1
mouse1_lib3.final_cell_0093	beta	Mouse1
mouse1_lib3.final_cell_0094	beta	Mouse1
mouse1_lib3.final_cell_0095	quiescent_stellate	Mouse1
mouse1_lib3.final_cell_0096	endothelial	Mouse1
mouse1_lib3.final_cell_0097	macrophage	Mouse1
mouse1_lib3.final_cell_0098	beta	Mouse1
mouse1_lib3.final_cell_0099	ductal	Mouse1
mouse1_lib3.final_cell_0101	endothelial	Mouse1
mouse1_lib3.final_cell_0102	beta	Mouse1
mouse1_lib3.final_cell_0103	gamma	Mouse1
mouse1_lib3.final_cell_0104	endothelial	Mouse1
mouse1_lib3.final_cell_0105	beta	Mouse1
mouse1_lib3.final_cell_0106	beta	Mouse1
mouse1_lib3.final_cell_0108	beta	Mouse1
mouse1_lib3.final_cell_0109	T_cell	Mouse1
mouse1_lib3.final_cell_0112	beta	Mouse1
mouse1_lib3.final_cell_0113	beta	Mouse1
mouse1_lib3.final_cell_0115	beta	Mouse1
mouse1_lib3.final_cell_0116	endothelial	Mouse1
mouse1_lib3.final_cell_0117	beta	Mouse1
mouse1_lib3.final_cell_0118	beta	Mouse1
mouse1_lib3.final_cell_0119	ductal	Mouse1
mouse1_lib3.final_cell_0122	beta	Mouse1
mouse1_lib3.final_cell_0124	beta	Mouse1
mouse1_lib3.final_cell_0125	endothelial	Mouse1
mouse1_lib3.final_cell_0127	ductal	Mouse1
mouse1_lib3.final_cell_0128	endothelial	Mouse1
mouse1_lib3.final_cell_0129	beta	Mouse1
mouse1_lib3.final_cell_0130	beta	Mouse1
mouse1_lib3.final_cell_0131	beta	Mouse1
mouse1_lib3.final_cell_0132	beta	Mouse1
mouse1_lib3.final_cell_0134	ductal	Mouse1
mouse1_lib3.final_cell_0135	beta	Mouse1
mouse1_lib3.final_cell_0137	beta	Mouse1
mouse1_lib3.final_cell_0138	beta	Mouse1
mouse1_lib3.final_cell_0139	beta	Mouse1
mouse1_lib3.final_cell_0140	beta	Mouse1
mouse1_lib3.final_cell_0141	beta	Mouse1
mouse1_lib3.final_cell_0142	beta	Mouse1
mouse1_lib3.final_cell_0143	beta	Mouse1
mouse1_lib3.final_cell_0145	ductal	Mouse1
mouse1_lib3.final_cell_0146	beta	Mouse1
mouse1_lib3.final_cell_0147	beta	Mouse1
mouse1_lib3.final_cell_0148	quiescent_stellate	Mouse1
mouse1_lib3.final_cell_0149	ductal	Mouse1
mouse1_lib3.final_cell_0151	beta	Mouse1
mouse1_lib3.final_cell_0152	beta	Mouse1
mouse1_lib3.final_cell_0154	ductal	Mouse1
mouse1_lib3.final_cell_0155	beta	Mouse1
mouse1_lib3.final_cell_0156	ductal	Mouse1
mouse1_lib3.final_cell_0157	ductal	Mouse1
mouse1_lib3.final_cell_0158	ductal	Mouse1
mouse1_lib3.final_cell_0159	beta	Mouse1
mouse1_lib3.final_cell_0160	beta	Mouse1
mouse1_lib3.final_cell_0161	ductal	Mouse1
mouse1_lib3.final_cell_0163	endothelial	Mouse1
mouse1_lib3.final_cell_0164	ductal	Mouse1
mouse1_lib3.final_cell_0165	beta	Mouse1
mouse1_lib3.final_cell_0166	ductal	Mouse1
mouse1_lib3.final_cell_0167	ductal	Mouse1
mouse1_lib3.final_cell_0169	quiescent_stellate	Mouse1
mouse1_lib3.final_cell_0170	endothelial	Mouse1
mouse1_lib3.final_cell_0172	beta	Mouse1
mouse1_lib3.final_cell_0174	ductal	Mouse1
mouse1_lib3.final_cell_0175	ductal	Mouse1
mouse1_lib3.final_cell_0176	beta	Mouse1
mouse1_lib3.final_cell_0178	beta	Mouse1
mouse1_lib3.final_cell_0179	ductal	Mouse1
mouse1_lib3.final_cell_0180	ductal	Mouse1
mouse1_lib3.final_cell_0181	beta	Mouse1
mouse1_lib3.final_cell_0182	beta	Mouse1
mouse1_lib3.final_cell_0183	beta	Mouse1
mouse1_lib3.final_cell_0184	endothelial	Mouse1
mouse1_lib3.final_cell_0185	ductal	Mouse1
mouse1_lib3.final_cell_0186	beta	Mouse1
mouse1_lib3.final_cell_0187	macrophage	Mouse1
mouse1_lib3.final_cell_0188	beta	Mouse1
mouse1_lib3.final_cell_0189	beta	Mouse1
mouse1_lib3.final_cell_0190	ductal	Mouse1
mouse1_lib3.final_cell_0191	beta	Mouse1
mouse1_lib3.final_cell_0192	beta	Mouse1
mouse1_lib3.final_cell_0193	beta	Mouse1
mouse1_lib3.final_cell_0197	ductal	Mouse1
mouse1_lib3.final_cell_0198	beta	Mouse1
mouse1_lib3.final_cell_0199	beta	Mouse1
mouse1_lib3.final_cell_0200	immune_other	Mouse1
mouse1_lib3.final_cell_0201	beta	Mouse1
mouse1_lib3.final_cell_0202	macrophage	Mouse1
mouse1_lib3.final_cell_0203	quiescent_stellate	Mouse1
mouse1_lib3.final_cell_0204	ductal	Mouse1
mouse1_lib3.final_cell_0205	beta	Mouse1
mouse1_lib3.final_cell_0206	beta	Mouse1
mouse1_lib3.final_cell_0207	ductal	Mouse1
mouse1_lib3.final_cell_0209	ductal	Mouse1
mouse1_lib3.final_cell_0211	beta	Mouse1
mouse1_lib3.final_cell_0212	beta	Mouse1
mouse1_lib3.final_cell_0213	beta	Mouse1
mouse1_lib3.final_cell_0214	ductal	Mouse1
mouse1_lib3.final_cell_0215	ductal	Mouse1
mouse1_lib3.final_cell_0216	activated_stellate	Mouse1
mouse1_lib3.final_cell_0217	ductal	Mouse1
mouse1_lib3.final_cell_0218	ductal	Mouse1
mouse1_lib3.final_cell_0219	beta	Mouse1
mouse1_lib3.final_cell_0220	B_cell	Mouse1
mouse1_lib3.final_cell_0221	ductal	Mouse1
mouse1_lib3.final_cell_0222	macrophage	Mouse1
mouse1_lib3.final_cell_0225	macrophage	Mouse1
mouse1_lib3.final_cell_0226	beta	Mouse1
mouse1_lib3.final_cell_0227	beta	Mouse1
mouse1_lib3.final_cell_0228	ductal	Mouse1
mouse1_lib3.final_cell_0229	ductal	Mouse1
mouse1_lib3.final_cell_0230	T_cell	Mouse1
mouse1_lib3.final_cell_0231	ductal	Mouse1
mouse1_lib3.final_cell_0232	ductal	Mouse1
mouse1_lib3.final_cell_0233	beta	Mouse1
mouse1_lib3.final_cell_0234	ductal	Mouse1
mouse1_lib3.final_cell_0235	ductal	Mouse1
mouse1_lib3.final_cell_0236	ductal	Mouse1
mouse1_lib3.final_cell_0237	ductal	Mouse1
mouse1_lib3.final_cell_0238	beta	Mouse1
mouse1_lib3.final_cell_0239	ductal	Mouse1
mouse1_lib3.final_cell_0240	ductal	Mouse1
mouse1_lib3.final_cell_0241	ductal	Mouse1
mouse1_lib3.final_cell_0242	beta	Mouse1
mouse1_lib3.final_cell_0243	ductal	Mouse1
mouse1_lib3.final_cell_0244	ductal	Mouse1
mouse1_lib3.final_cell_0247	ductal	Mouse1
mouse1_lib3.final_cell_0250	T_cell	Mouse1
mouse1_lib3.final_cell_0251	ductal	Mouse1
mouse1_lib3.final_cell_0254	ductal	Mouse1
mouse2_lib1.final_cell_0001	beta	Mouse2
mouse2_lib1.final_cell_0002	beta	Mouse2
mouse2_lib1.final_cell_0003	beta	Mouse2
mouse2_lib1.final_cell_0004	ductal	Mouse2
mouse2_lib1.final_cell_0005	beta	Mouse2
mouse2_lib1.final_cell_0006	beta	Mouse2
mouse2_lib1.final_cell_0007	beta	Mouse2
mouse2_lib1.final_cell_0008	beta	Mouse2
mouse2_lib1.final_cell_0010	beta	Mouse2
mouse2_lib1.final_cell_0011	beta	Mouse2
mouse2_lib1.final_cell_0012	beta	Mouse2
mouse2_lib1.final_cell_0015	beta	Mouse2
mouse2_lib1.final_cell_0016	beta	Mouse2
mouse2_lib1.final_cell_0017	beta	Mouse2
mouse2_lib1.final_cell_0018	beta	Mouse2
mouse2_lib1.final_cell_0019	beta	Mouse2
mouse2_lib1.final_cell_0020	beta	Mouse2
mouse2_lib1.final_cell_0021	beta	Mouse2
mouse2_lib1.final_cell_0022	beta	Mouse2
mouse2_lib1.final_cell_0023	beta	Mouse2
mouse2_lib1.final_cell_0025	beta	Mouse2
mouse2_lib1.final_cell_0026	beta	Mouse2
mouse2_lib1.final_cell_0027	beta	Mouse2
mouse2_lib1.final_cell_0028	beta	Mouse2
mouse2_lib1.final_cell_0029	beta	Mouse2
mouse2_lib1.final_cell_0030	ductal	Mouse2
mouse2_lib1.final_cell_0031	beta	Mouse2
mouse2_lib1.final_cell_0032	beta	Mouse2
mouse2_lib1.final_cell_0036	beta	Mouse2
mouse2_lib1.final_cell_0038	beta	Mouse2
mouse2_lib1.final_cell_0039	gamma	Mouse2
mouse2_lib1.final_cell_0041	beta	Mouse2
mouse2_lib1.final_cell_0043	beta	Mouse2
mouse2_lib1.final_cell_0046	beta	Mouse2
mouse2_lib1.final_cell_0047	beta	Mouse2
mouse2_lib1.final_cell_0049	beta	Mouse2
mouse2_lib1.final_cell_0050	beta	Mouse2
mouse2_lib1.final_cell_0051	beta	Mouse2
mouse2_lib1.final_cell_0052	beta	Mouse2
mouse2_lib1.final_cell_0054	beta	Mouse2
mouse2_lib1.final_cell_0055	beta	Mouse2
mouse2_lib1.final_cell_0057	beta	Mouse2
mouse2_lib1.final_cell_0058	beta	Mouse2
mouse2_lib1.final_cell_0061	beta	Mouse2
mouse2_lib1.final_cell_0063	ductal	Mouse2
mouse2_lib1.final_cell_0065	beta	Mouse2
mouse2_lib1.final_cell_0066	beta	Mouse2
mouse2_lib1.final_cell_0069	beta	Mouse2
mouse2_lib1.final_cell_0073	beta	Mouse2
mouse2_lib1.final_cell_0074	beta	Mouse2
mouse2_lib1.final_cell_0075	beta	Mouse2
mouse2_lib1.final_cell_0077	beta	Mouse2
mouse2_lib1.final_cell_0078	endothelial	Mouse2
mouse2_lib1.final_cell_0079	beta	Mouse2
mouse2_lib1.final_cell_0080	beta	Mouse2
mouse2_lib1.final_cell_0081	beta	Mouse2
mouse2_lib1.final_cell_0083	B_cell	Mouse2
mouse2_lib1.final_cell_0086	ductal	Mouse2
mouse2_lib1.final_cell_0087	beta	Mouse2
mouse2_lib1.final_cell_0088	beta	Mouse2
mouse2_lib1.final_cell_0089	beta	Mouse2
mouse2_lib1.final_cell_0090	beta	Mouse2
mouse2_lib1.final_cell_0093	beta	Mouse2
mouse2_lib1.final_cell_0094	beta	Mouse2
mouse2_lib1.final_cell_0095	beta	Mouse2
mouse2_lib1.final_cell_0096	beta	Mouse2
mouse2_lib1.final_cell_0101	beta	Mouse2
mouse2_lib1.final_cell_0102	beta	Mouse2
mouse2_lib1.final_cell_0103	beta	Mouse2
mouse2_lib1.final_cell_0105	beta	Mouse2
mouse2_lib1.final_cell_0106	beta	Mouse2
mouse2_lib1.final_cell_0108	beta	Mouse2
mouse2_lib1.final_cell_0110	gamma	Mouse2
mouse2_lib1.final_cell_0111	beta	Mouse2
mouse2_lib1.final_cell_0113	beta	Mouse2
mouse2_lib1.final_cell_0114	beta	Mouse2
mouse2_lib1.final_cell_0115	beta	Mouse2
mouse2_lib1.final_cell_0117	beta	Mouse2
mouse2_lib1.final_cell_0118	gamma	Mouse2
mouse2_lib1.final_cell_0119	gamma	Mouse2
mouse2_lib1.final_cell_0120	ductal	Mouse2
mouse2_lib1.final_cell_0121	beta	Mouse2
mouse2_lib1.final_cell_0122	beta	Mouse2
mouse2_lib1.final_cell_0123	beta	Mouse2
mouse2_lib1.final_cell_0124	beta	Mouse2
mouse2_lib1.final_cell_0125	beta	Mouse2
mouse2_lib1.final_cell_0126	beta	Mouse2
mouse2_lib1.final_cell_0129	endothelial	Mouse2
mouse2_lib1.final_cell_0130	beta	Mouse2
mouse2_lib1.final_cell_0131	beta	Mouse2
mouse2_lib1.final_cell_0132	beta	Mouse2
mouse2_lib1.final_cell_0133	beta	Mouse2
mouse2_lib1.final_cell_0134	beta	Mouse2
mouse2_lib1.final_cell_0135	beta	Mouse2
mouse2_lib1.final_cell_0136	beta	Mouse2
mouse2_lib1.final_cell_0137	beta	Mouse2
mouse2_lib1.final_cell_0139	beta	Mouse2
mouse2_lib1.final_cell_0140	beta	Mouse2
mouse2_lib1.final_cell_0141	ductal	Mouse2
mouse2_lib1.final_cell_0142	ductal	Mouse2
mouse2_lib1.final_cell_0143	beta	Mouse2
mouse2_lib1.final_cell_0144	gamma	Mouse2
mouse2_lib1.final_cell_0146	gamma	Mouse2
mouse2_lib1.final_cell_0147	beta	Mouse2
mouse2_lib1.final_cell_0150	beta	Mouse2
mouse2_lib1.final_cell_0151	beta	Mouse2
mouse2_lib1.final_cell_0152	ductal	Mouse2
mouse2_lib1.final_cell_0154	beta	Mouse2
mouse2_lib1.final_cell_0155	beta	Mouse2
mouse2_lib1.final_cell_0160	beta	Mouse2
mouse2_lib1.final_cell_0161	beta	Mouse2
mouse2_lib1.final_cell_0162	gamma	Mouse2
mouse2_lib1.final_cell_0166	beta	Mouse2
mouse2_lib1.final_cell_0168	beta	Mouse2
mouse2_lib1.final_cell_0170	beta	Mouse2
mouse2_lib1.final_cell_0172	beta	Mouse2
mouse2_lib1.final_cell_0174	beta	Mouse2
mouse2_lib1.final_cell_0176	beta	Mouse2
mouse2_lib1.final_cell_0177	beta	Mouse2
mouse2_lib1.final_cell_0179	beta	Mouse2
mouse2_lib1.final_cell_0180	beta	Mouse2
mouse2_lib1.final_cell_0185	beta	Mouse2
mouse2_lib1.final_cell_0190	beta	Mouse2
mouse2_lib1.final_cell_0191	beta	Mouse2
mouse2_lib1.final_cell_0193	beta	Mouse2
mouse2_lib1.final_cell_0195	beta	Mouse2
mouse2_lib1.final_cell_0197	beta	Mouse2
mouse2_lib1.final_cell_0198	macrophage	Mouse2
mouse2_lib1.final_cell_0200	beta	Mouse2
mouse2_lib1.final_cell_0201	beta	Mouse2
mouse2_lib1.final_cell_0202	beta	Mouse2
mouse2_lib1.final_cell_0204	gamma	Mouse2
mouse2_lib1.final_cell_0205	macrophage	Mouse2
mouse2_lib1.final_cell_0206	gamma	Mouse2
mouse2_lib1.final_cell_0207	beta	Mouse2
mouse2_lib1.final_cell_0208	macrophage	Mouse2
mouse2_lib1.final_cell_0211	beta	Mouse2
mouse2_lib1.final_cell_0213	endothelial	Mouse2
mouse2_lib1.final_cell_0214	beta	Mouse2
mouse2_lib1.final_cell_0215	beta	Mouse2
mouse2_lib1.final_cell_0217	gamma	Mouse2
mouse2_lib1.final_cell_0218	beta	Mouse2
mouse2_lib1.final_cell_0220	immune_other	Mouse2
mouse2_lib1.final_cell_0223	beta	Mouse2
mouse2_lib1.final_cell_0227	beta	Mouse2
mouse2_lib1.final_cell_0228	beta	Mouse2
mouse2_lib1.final_cell_0231	gamma	Mouse2
mouse2_lib1.final_cell_0232	macrophage	Mouse2
mouse2_lib1.final_cell_0233	beta	Mouse2
mouse2_lib1.final_cell_0237	activated_stellate	Mouse2
mouse2_lib1.final_cell_0238	beta	Mouse2
mouse2_lib1.final_cell_0239	beta	Mouse2
mouse2_lib1.final_cell_0240	endothelial	Mouse2
mouse2_lib1.final_cell_0242	beta	Mouse2
mouse2_lib1.final_cell_0243	beta	Mouse2
mouse2_lib1.final_cell_0244	beta	Mouse2
mouse2_lib1.final_cell_0245	beta	Mouse2
mouse2_lib1.final_cell_0246	endothelial	Mouse2
mouse2_lib1.final_cell_0250	beta	Mouse2
mouse2_lib1.final_cell_0251	macrophage	Mouse2
mouse2_lib1.final_cell_0252	macrophage	Mouse2
mouse2_lib1.final_cell_0253	beta	Mouse2
mouse2_lib1.final_cell_0254	beta	Mouse2
mouse2_lib1.final_cell_0260	beta	Mouse2
mouse2_lib1.final_cell_0263	endothelial	Mouse2
mouse2_lib1.final_cell_0266	beta	Mouse2
mouse2_lib1.final_cell_0267	ductal	Mouse2
mouse2_lib1.final_cell_0268	ductal	Mouse2
mouse2_lib1.final_cell_0270	endothelial	Mouse2
mouse2_lib1.final_cell_0271	beta	Mouse2
mouse2_lib1.final_cell_0274	endothelial	Mouse2
mouse2_lib1.final_cell_0275	beta	Mouse2
mouse2_lib1.final_cell_0276	beta	Mouse2
mouse2_lib1.final_cell_0277	beta	Mouse2
mouse2_lib1.final_cell_0278	beta	Mouse2
mouse2_lib1.final_cell_0279	beta	Mouse2
mouse2_lib1.final_cell_0281	beta	Mouse2
mouse2_lib1.final_cell_0282	quiescent_stellate	Mouse2
mouse2_lib1.final_cell_0285	activated_stellate	Mouse2
mouse2_lib1.final_cell_0286	endothelial	Mouse2
mouse2_lib1.final_cell_0287	beta	Mouse2
mouse2_lib1.final_cell_0289	gamma	Mouse2
mouse2_lib1.final_cell_0290	endothelial	Mouse2
mouse2_lib1.final_cell_0292	activated_stellate	Mouse2
mouse2_lib1.final_cell_0294	quiescent_stellate	Mouse2
mouse2_lib1.final_cell_0295	beta	Mouse2
mouse2_lib1.final_cell_0297	beta	Mouse2
mouse2_lib1.final_cell_0298	endothelial	Mouse2
mouse2_lib1.final_cell_0299	beta	Mouse2
mouse2_lib1.final_cell_0300	beta	Mouse2
mouse2_lib1.final_cell_0301	B_cell	Mouse2
mouse2_lib1.final_cell_0302	activated_stellate	Mouse2
mouse2_lib1.final_cell_0303	macrophage	Mouse2
mouse2_lib1.final_cell_0305	endothelial	Mouse2
mouse2_lib1.final_cell_0306	macrophage	Mouse2
mouse2_lib1.final_cell_0307	beta	Mouse2
mouse2_lib1.final_cell_0309	beta	Mouse2
mouse2_lib1.final_cell_0312	beta	Mouse2
mouse2_lib1.final_cell_0313	beta	Mouse2
mouse2_lib1.final_cell_0314	beta	Mouse2
mouse2_lib1.final_cell_0316	beta	Mouse2
mouse2_lib1.final_cell_0317	quiescent_stellate	Mouse2
mouse2_lib1.final_cell_0318	B_cell	Mouse2
mouse2_lib1.final_cell_0319	endothelial	Mouse2
mouse2_lib1.final_cell_0320	endothelial	Mouse2
mouse2_lib2.final_cell_0001	beta	Mouse2
mouse2_lib2.final_cell_0002	beta	Mouse2
mouse2_lib2.final_cell_0003	beta	Mouse2
mouse2_lib2.final_cell_0005	beta	Mouse2
mouse2_lib2.final_cell_0006	beta	Mouse2
mouse2_lib2.final_cell_0007	ductal	Mouse2
mouse2_lib2.final_cell_0008	beta	Mouse2
mouse2_lib2.final_cell_0009	beta	Mouse2
mouse2_lib2.final_cell_0010	beta	Mouse2
mouse2_lib2.final_cell_0011	beta	Mouse2
mouse2_lib2.final_cell_0012	beta	Mouse2
mouse2_lib2.final_cell_0013	gamma	Mouse2
mouse2_lib2.final_cell_0014	beta	Mouse2
mouse2_lib2.final_cell_0016	beta	Mouse2
mouse2_lib2.final_cell_0017	beta	Mouse2
mouse2_lib2.final_cell_0018	beta	Mouse2
mouse2_lib2.final_cell_0019	beta	Mouse2
mouse2_lib2.final_cell_0020	beta	Mouse2
mouse2_lib2.final_cell_0021	ductal	Mouse2
mouse2_lib2.final_cell_0024	beta	Mouse2
mouse2_lib2.final_cell_0027	beta	Mouse2
mouse2_lib2.final_cell_0029	beta	Mouse2
mouse2_lib2.final_cell_0032	beta	Mouse2
mouse2_lib2.final_cell_0033	beta	Mouse2
mouse2_lib2.final_cell_0037	beta	Mouse2
mouse2_lib2.final_cell_0038	beta	Mouse2
mouse2_lib2.final_cell_0039	beta	Mouse2
mouse2_lib2.final_cell_0040	gamma	Mouse2
mouse2_lib2.final_cell_0041	gamma	Mouse2
mouse2_lib2.final_cell_0042	beta	Mouse2
mouse2_lib2.final_cell_0043	beta	Mouse2
mouse2_lib2.final_cell_0044	beta	Mouse2
mouse2_lib2.final_cell_0045	beta	Mouse2
mouse2_lib2.final_cell_0047	beta	Mouse2
mouse2_lib2.final_cell_0049	beta	Mouse2
mouse2_lib2.final_cell_0053	beta	Mouse2
mouse2_lib2.final_cell_0056	beta	Mouse2
mouse2_lib2.final_cell_0057	beta	Mouse2
mouse2_lib2.final_cell_0058	beta	Mouse2
mouse2_lib2.final_cell_0059	beta	Mouse2
mouse2_lib2.final_cell_0060	beta	Mouse2
mouse2_lib2.final_cell_0061	beta	Mouse2
mouse2_lib2.final_cell_0063	beta	Mouse2
mouse2_lib2.final_cell_0064	beta	Mouse2
mouse2_lib2.final_cell_0065	beta	Mouse2
mouse2_lib2.final_cell_0066	beta	Mouse2
mouse2_lib2.final_cell_0069	beta	Mouse2
mouse2_lib2.final_cell_0071	beta	Mouse2
mouse2_lib2.final_cell_0072	beta	Mouse2
mouse2_lib2.final_cell_0073	beta	Mouse2
mouse2_lib2.final_cell_0074	beta	Mouse2
mouse2_lib2.final_cell_0075	beta	Mouse2
mouse2_lib2.final_cell_0077	beta	Mouse2
mouse2_lib2.final_cell_0078	beta	Mouse2
mouse2_lib2.final_cell_0080	schwann	Mouse2
mouse2_lib2.final_cell_0084	beta	Mouse2
mouse2_lib2.final_cell_0087	beta	Mouse2
mouse2_lib2.final_cell_0090	beta	Mouse2
mouse2_lib2.final_cell_0092	beta	Mouse2
mouse2_lib2.final_cell_0095	beta	Mouse2
mouse2_lib2.final_cell_0097	beta	Mouse2
mouse2_lib2.final_cell_0098	gamma	Mouse2
mouse2_lib2.final_cell_0099	beta	Mouse2
mouse2_lib2.final_cell_0100	beta	Mouse2
mouse2_lib2.final_cell_0101	beta	Mouse2
mouse2_lib2.final_cell_0103	beta	Mouse2
mouse2_lib2.final_cell_0104	beta	Mouse2
mouse2_lib2.final_cell_0105	beta	Mouse2
mouse2_lib2.final_cell_0106	beta	Mouse2
mouse2_lib2.final_cell_0107	beta	Mouse2
mouse2_lib2.final_cell_0108	ductal	Mouse2
mouse2_lib2.final_cell_0109	beta	Mouse2
mouse2_lib2.final_cell_0110	beta	Mouse2
mouse2_lib2.final_cell_0114	beta	Mouse2
mouse2_lib2.final_cell_0115	endothelial	Mouse2
mouse2_lib2.final_cell_0118	beta	Mouse2
mouse2_lib2.final_cell_0119	beta	Mouse2
mouse2_lib2.final_cell_0120	beta	Mouse2
mouse2_lib2.final_cell_0121	beta	Mouse2
mouse2_lib2.final_cell_0123	beta	Mouse2
mouse2_lib2.final_cell_0125	beta	Mouse2
mouse2_lib2.final_cell_0126	beta	Mouse2
mouse2_lib2.final_cell_0127	beta	Mouse2
mouse2_lib2.final_cell_0128	beta	Mouse2
mouse2_lib2.final_cell_0129	beta	Mouse2
mouse2_lib2.final_cell_0131	gamma	Mouse2
mouse2_lib2.final_cell_0132	beta	Mouse2
mouse2_lib2.final_cell_0133	beta	Mouse2
mouse2_lib2.final_cell_0134	beta	Mouse2
mouse2_lib2.final_cell_0136	beta	Mouse2
mouse2_lib2.final_cell_0137	beta	Mouse2
mouse2_lib2.final_cell_0139	beta	Mouse2
