Barcode	Set	Platform	Type
E-MTAB-5061_HP1525301T2D_O15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1526901T2D_C5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_F2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_D24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_A9	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_G6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_M4	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1525301T2D_F13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_K6	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_H21	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_H22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_J18	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1525301T2D_M1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_E20	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_K24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_F8	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1526901T2D_O13	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1525301T2D_G2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1526901T2D_D24	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1525301T2D_N17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_O21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_L3	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_D5	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_H4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1526901T2D_E4	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1525301T2D_D23	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1525301T2D_B8	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1526901T2D_C9	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_G12	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_G5	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_F17	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1525301T2D_M19	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1525301T2D_L17	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1525301T2D_O8	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_L19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1526901T2D_C7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_K8	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1525301T2D_F20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_N15	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_B14	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_E6	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1525301T2D_N19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_D15	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_O13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_E4	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1525301T2D_O11	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1525301T2D_O10	E-MTAB-5061	Smart-Seq2	ductal
GSE83139_reads.12730	GSE83139	SMARTer	acinar
GSE83139_reads.12731	GSE83139	SMARTer	delta
GSE83139_reads.12732	GSE83139	SMARTer	alpha
GSE83139_reads.12733	GSE83139	SMARTer	alpha
GSE83139_reads.12734	GSE83139	SMARTer	acinar
GSE83139_reads.12735	GSE83139	SMARTer	alpha
GSE83139_reads.12736	GSE83139	SMARTer	ductal
GSE83139_reads.12737	GSE83139	SMARTer	alpha
GSE83139_reads.12738	GSE83139	SMARTer	ductal
GSE83139_reads.12739	GSE83139	SMARTer	alpha
GSE83139_reads.12740	GSE83139	SMARTer	delta
GSE83139_reads.12741	GSE83139	SMARTer	ductal
GSE83139_reads.12742	GSE83139	SMARTer	EC
GSE83139_reads.12743	GSE83139	SMARTer	alpha
GSE83139_reads.12744	GSE83139	SMARTer	ductal
GSE83139_reads.12745	GSE83139	SMARTer	alpha
GSE83139_reads.12748	GSE83139	SMARTer	EC
GSE83139_reads.12749	GSE83139	SMARTer	alpha
GSE83139_reads.12750	GSE83139	SMARTer	acinar
GSE83139_reads.12751	GSE83139	SMARTer	ductal
GSE83139_reads.12752	GSE83139	SMARTer	alpha
GSE83139_reads.12753	GSE83139	SMARTer	alpha
GSE83139_reads.12755	GSE83139	SMARTer	ductal
GSE83139_reads.12756	GSE83139	SMARTer	alpha
GSE83139_reads.12757	GSE83139	SMARTer	acinar
GSE83139_reads.12758	GSE83139	SMARTer	ductal
GSE83139_reads.12759	GSE83139	SMARTer	acinar
GSE83139_reads.12761	GSE83139	SMARTer	ductal
GSE83139_reads.12762	GSE83139	SMARTer	MC
GSE83139_reads.12763	GSE83139	SMARTer	beta
GSE83139_reads.12764	GSE83139	SMARTer	alpha
GSE83139_reads.12765	GSE83139	SMARTer	PP
GSE83139_reads.12767	GSE83139	SMARTer	acinar
GSE83139_reads.12768	GSE83139	SMARTer	acinar
GSE83139_reads.12769	GSE83139	SMARTer	alpha
GSE83139_reads.12770	GSE83139	SMARTer	alpha
GSE83139_reads.12771	GSE83139	SMARTer	alpha
GSE83139_reads.12772	GSE83139	SMARTer	ductal
GSE83139_reads.12773	GSE83139	SMARTer	alpha
GSE83139_reads.12774	GSE83139	SMARTer	MC
GSE83139_reads.12775	GSE83139	SMARTer	PP
GSE83139_reads.12776	GSE83139	SMARTer	alpha
GSE83139_reads.13778	GSE83139	SMARTer	alpha
GSE83139_reads.13779	GSE83139	SMARTer	alpha
GSE83139_reads.13780	GSE83139	SMARTer	PP
GSE83139_reads.13781	GSE83139	SMARTer	alpha
GSE83139_reads.13782	GSE83139	SMARTer	alpha
GSE83139_reads.13783	GSE83139	SMARTer	alpha
GSE83139_reads.13784	GSE83139	SMARTer	acinar
GSE83139_reads.13785	GSE83139	SMARTer	MC
GSE83139_reads.13788	GSE83139	SMARTer	ductal
GSE83139_reads.13789	GSE83139	SMARTer	delta
GSE83139_reads.13791	GSE83139	SMARTer	alpha
GSE83139_reads.13794	GSE83139	SMARTer	alpha
GSE83139_reads.13796	GSE83139	SMARTer	ductal
GSE83139_reads.16085	GSE83139	SMARTer	alpha
GSE83139_reads.16086	GSE83139	SMARTer	acinar
GSE83139_reads.16087	GSE83139	SMARTer	alpha
GSE83139_reads.16088	GSE83139	SMARTer	beta
GSE83139_reads.16089	GSE83139	SMARTer	ductal
GSE83139_reads.16095	GSE83139	SMARTer	alpha
GSE83139_reads.16096	GSE83139	SMARTer	beta
GSE83139_reads.16097	GSE83139	SMARTer	MC
GSE83139_reads.16098	GSE83139	SMARTer	alpha
GSE83139_reads.16099	GSE83139	SMARTer	beta
GSE83139_reads.16101	GSE83139	SMARTer	acinar
GSE83139_reads.16102	GSE83139	SMARTer	acinar
GSE83139_reads.16103	GSE83139	SMARTer	alpha
GSE83139_reads.16104	GSE83139	SMARTer	alpha
GSE83139_reads.16105	GSE83139	SMARTer	acinar
GSE83139_reads.16106	GSE83139	SMARTer	ductal
GSE83139_reads.16107	GSE83139	SMARTer	beta
GSE83139_reads.16108	GSE83139	SMARTer	beta
GSE83139_reads.16109	GSE83139	SMARTer	alpha
GSE83139_reads.16110	GSE83139	SMARTer	beta
GSE83139_reads.16111	GSE83139	SMARTer	alpha
GSE83139_reads.16112	GSE83139	SMARTer	beta
GSE83139_reads.16113	GSE83139	SMARTer	beta
GSE83139_reads.16114	GSE83139	SMARTer	PP
GSE83139_reads.16115	GSE83139	SMARTer	beta
GSE83139_reads.16116	GSE83139	SMARTer	beta
GSE83139_reads.16117	GSE83139	SMARTer	acinar
GSE83139_reads.16118	GSE83139	SMARTer	alpha
GSE83139_reads.16119	GSE83139	SMARTer	delta
GSE83139_reads.16120	GSE83139	SMARTer	beta
GSE83139_reads.16124	GSE83139	SMARTer	beta
GSE83139_reads.16126	GSE83139	SMARTer	alpha
GSE83139_reads.16127	GSE83139	SMARTer	beta
GSE83139_reads.16129	GSE83139	SMARTer	beta
GSE83139_reads.16130	GSE83139	SMARTer	beta
GSE83139_reads.16132	GSE83139	SMARTer	ductal
GSE83139_reads.16133	GSE83139	SMARTer	beta
GSE83139_reads.16134	GSE83139	SMARTer	beta
GSE83139_reads.16135	GSE83139	SMARTer	beta
GSE83139_reads.16136	GSE83139	SMARTer	delta
GSE83139_reads.16139	GSE83139	SMARTer	alpha
GSE83139_reads.16140	GSE83139	SMARTer	alpha
GSE83139_reads.16141	GSE83139	SMARTer	acinar
GSE83139_reads.16142	GSE83139	SMARTer	beta
GSE83139_reads.16143	GSE83139	SMARTer	alpha
GSE83139_reads.16144	GSE83139	SMARTer	beta
GSE83139_reads.16145	GSE83139	SMARTer	beta
GSE83139_reads.16147	GSE83139	SMARTer	acinar
GSE83139_reads.16148	GSE83139	SMARTer	alpha
GSE83139_reads.16150	GSE83139	SMARTer	MC
GSE83139_reads.16151	GSE83139	SMARTer	acinar
GSE83139_reads.16152	GSE83139	SMARTer	alpha
GSE83139_reads.16153	GSE83139	SMARTer	acinar
GSE83139_reads.16154	GSE83139	SMARTer	beta
GSE83139_reads.16158	GSE83139	SMARTer	beta
GSE83139_reads.16159	GSE83139	SMARTer	beta
GSE83139_reads.16161	GSE83139	SMARTer	delta
GSE83139_reads.16162	GSE83139	SMARTer	beta
GSE83139_reads.16163	GSE83139	SMARTer	alpha
GSE83139_reads.16164	GSE83139	SMARTer	beta
GSE83139_reads.16165	GSE83139	SMARTer	beta
GSE83139_reads.16166	GSE83139	SMARTer	acinar
GSE83139_reads.16167	GSE83139	SMARTer	alpha
GSE83139_reads.16169	GSE83139	SMARTer	beta
GSE83139_reads.16170	GSE83139	SMARTer	delta
GSE83139_reads.16171	GSE83139	SMARTer	ductal
GSE83139_reads.16173	GSE83139	SMARTer	beta
GSE83139_reads.16174	GSE83139	SMARTer	delta
GSE83139_reads.16175	GSE83139	SMARTer	beta
GSE83139_reads.16176	GSE83139	SMARTer	beta
GSE83139_reads.16177	GSE83139	SMARTer	PP
GSE83139_reads.16179	GSE83139	SMARTer	beta
GSE83139_reads.16180	GSE83139	SMARTer	beta
GSE83139_reads.22209	GSE83139	SMARTer	alpha
GSE83139_reads.22210	GSE83139	SMARTer	alpha
GSE83139_reads.22211	GSE83139	SMARTer	beta
GSE83139_reads.22212	GSE83139	SMARTer	beta
GSE83139_reads.22213	GSE83139	SMARTer	EC
GSE83139_reads.22214	GSE83139	SMARTer	alpha
GSE83139_reads.22215	GSE83139	SMARTer	alpha
GSE83139_reads.22216	GSE83139	SMARTer	alpha
GSE83139_reads.22217	GSE83139	SMARTer	alpha
GSE83139_reads.22218	GSE83139	SMARTer	beta
GSE83139_reads.22219	GSE83139	SMARTer	MC
GSE83139_reads.22220	GSE83139	SMARTer	EC
GSE83139_reads.22221	GSE83139	SMARTer	alpha
GSE83139_reads.22222	GSE83139	SMARTer	alpha
GSE83139_reads.22224	GSE83139	SMARTer	alpha
GSE83139_reads.22225	GSE83139	SMARTer	beta
GSE83139_reads.22226	GSE83139	SMARTer	alpha
GSE83139_reads.22227	GSE83139	SMARTer	EC
GSE83139_reads.22228	GSE83139	SMARTer	beta
GSE83139_reads.22229	GSE83139	SMARTer	PP
GSE83139_reads.22230	GSE83139	SMARTer	alpha
GSE83139_reads.22231	GSE83139	SMARTer	delta
GSE83139_reads.22232	GSE83139	SMARTer	alpha
GSE83139_reads.22233	GSE83139	SMARTer	beta
GSE83139_reads.22234	GSE83139	SMARTer	MC
GSE83139_reads.22235	GSE83139	SMARTer	alpha
GSE83139_reads.22236	GSE83139	SMARTer	alpha
GSE83139_reads.22237	GSE83139	SMARTer	alpha
GSE83139_reads.22238	GSE83139	SMARTer	acinar
GSE83139_reads.22239	GSE83139	SMARTer	delta
GSE83139_reads.22240	GSE83139	SMARTer	alpha
GSE83139_reads.22242	GSE83139	SMARTer	alpha
GSE83139_reads.22243	GSE83139	SMARTer	ductal
GSE83139_reads.22244	GSE83139	SMARTer	PP
GSE83139_reads.22245	GSE83139	SMARTer	alpha
GSE83139_reads.22246	GSE83139	SMARTer	beta
GSE83139_reads.22247	GSE83139	SMARTer	alpha
GSE83139_reads.22248	GSE83139	SMARTer	alpha
GSE83139_reads.22250	GSE83139	SMARTer	alpha
GSE83139_reads.22251	GSE83139	SMARTer	alpha
GSE83139_reads.22252	GSE83139	SMARTer	alpha
GSE83139_reads.22253	GSE83139	SMARTer	beta
GSE83139_reads.22254	GSE83139	SMARTer	alpha
GSE83139_reads.22255	GSE83139	SMARTer	alpha
GSE83139_reads.22256	GSE83139	SMARTer	MC
GSE83139_reads.22257	GSE83139	SMARTer	alpha
GSE83139_reads.22258	GSE83139	SMARTer	beta
GSE83139_reads.22259	GSE83139	SMARTer	beta
GSE83139_reads.22260	GSE83139	SMARTer	alpha
GSE83139_reads.22261	GSE83139	SMARTer	beta
GSE83139_reads.22262	GSE83139	SMARTer	beta
GSE83139_reads.22263	GSE83139	SMARTer	beta
GSE83139_reads.22264	GSE83139	SMARTer	ductal
GSE83139_reads.22265	GSE83139	SMARTer	alpha
GSE83139_reads.22266	GSE83139	SMARTer	alpha
GSE83139_reads.22267	GSE83139	SMARTer	ductal
GSE83139_reads.22268	GSE83139	SMARTer	PP
GSE83139_reads.22269	GSE83139	SMARTer	EC
GSE83139_reads.22270	GSE83139	SMARTer	alpha
GSE83139_reads.22272	GSE83139	SMARTer	alpha
GSE83139_reads.22273	GSE83139	SMARTer	beta
GSE83139_reads.22274	GSE83139	SMARTer	alpha
GSE83139_reads.22275	GSE83139	SMARTer	beta
GSE83139_reads.22276	GSE83139	SMARTer	beta
GSE83139_reads.22277	GSE83139	SMARTer	alpha
GSE83139_reads.22278	GSE83139	SMARTer	alpha
GSE83139_reads.22279	GSE83139	SMARTer	alpha
GSE83139_reads.22280	GSE83139	SMARTer	alpha
GSE83139_reads.22281	GSE83139	SMARTer	alpha
GSE83139_reads.22282	GSE83139	SMARTer	ductal
GSE83139_reads.22283	GSE83139	SMARTer	alpha
GSE83139_reads.22284	GSE83139	SMARTer	ductal
GSE83139_reads.22285	GSE83139	SMARTer	beta
GSE83139_reads.22286	GSE83139	SMARTer	alpha
GSE83139_reads.22287	GSE83139	SMARTer	EC
GSE83139_reads.22288	GSE83139	SMARTer	beta
GSE83139_reads.22289	GSE83139	SMARTer	alpha
GSE83139_reads.22290	GSE83139	SMARTer	alpha
GSE83139_reads.22291	GSE83139	SMARTer	alpha
GSE83139_reads.22292	GSE83139	SMARTer	alpha
GSE83139_reads.22293	GSE83139	SMARTer	beta
GSE83139_reads.22294	GSE83139	SMARTer	beta
GSE83139_reads.22295	GSE83139	SMARTer	alpha
GSE83139_reads.22297	GSE83139	SMARTer	alpha
GSE83139_reads.22298	GSE83139	SMARTer	alpha
GSE83139_reads.22299	GSE83139	SMARTer	delta
GSE83139_reads.22300	GSE83139	SMARTer	PP
GSE83139_reads.22301	GSE83139	SMARTer	EC
GSE83139_reads.22302	GSE83139	SMARTer	ductal
GSE83139_reads.22303	GSE83139	SMARTer	MC
GSE83139_reads.22304	GSE83139	SMARTer	alpha
GSE83139_reads.22907	GSE83139	SMARTer	delta
GSE83139_reads.22909	GSE83139	SMARTer	beta
GSE83139_reads.22912	GSE83139	SMARTer	alpha
GSE83139_reads.22914	GSE83139	SMARTer	alpha
GSE83139_reads.22916	GSE83139	SMARTer	alpha
GSE83139_reads.22918	GSE83139	SMARTer	alpha
GSE83139_reads.22919	GSE83139	SMARTer	PP
GSE83139_reads.22920	GSE83139	SMARTer	alpha
GSE83139_reads.22921	GSE83139	SMARTer	alpha
GSE83139_reads.22922	GSE83139	SMARTer	alpha
GSE83139_reads.22925	GSE83139	SMARTer	alpha
GSE83139_reads.22926	GSE83139	SMARTer	beta
GSE83139_reads.22935	GSE83139	SMARTer	beta
GSE83139_reads.22936	GSE83139	SMARTer	beta
GSE83139_reads.22938	GSE83139	SMARTer	alpha
GSE83139_reads.22939	GSE83139	SMARTer	alpha
GSE83139_reads.22940	GSE83139	SMARTer	alpha
GSE83139_reads.22941	GSE83139	SMARTer	alpha
GSE83139_reads.22942	GSE83139	SMARTer	alpha
GSE83139_reads.22943	GSE83139	SMARTer	alpha
GSE83139_reads.22944	GSE83139	SMARTer	alpha
GSE83139_reads.22945	GSE83139	SMARTer	alpha
GSE83139_reads.22946	GSE83139	SMARTer	alpha
GSE83139_reads.22947	GSE83139	SMARTer	alpha
GSE83139_reads.22948	GSE83139	SMARTer	alpha
GSE83139_reads.22949	GSE83139	SMARTer	alpha
GSE83139_reads.22950	GSE83139	SMARTer	alpha
GSE83139_reads.22953	GSE83139	SMARTer	alpha
GSE83139_reads.22954	GSE83139	SMARTer	MC
GSE83139_reads.22955	GSE83139	SMARTer	alpha
GSE83139_reads.22956	GSE83139	SMARTer	EC
GSE83139_reads.22957	GSE83139	SMARTer	alpha
GSE83139_reads.22958	GSE83139	SMARTer	PP
GSE83139_reads.22959	GSE83139	SMARTer	alpha
GSE83139_reads.22960	GSE83139	SMARTer	alpha
GSE83139_reads.22962	GSE83139	SMARTer	beta
GSE83139_reads.22963	GSE83139	SMARTer	EC
GSE83139_reads.22964	GSE83139	SMARTer	alpha
GSE83139_reads.22965	GSE83139	SMARTer	alpha
GSE83139_reads.22966	GSE83139	SMARTer	alpha
GSE83139_reads.22967	GSE83139	SMARTer	alpha
GSE83139_reads.22968	GSE83139	SMARTer	PP
GSE83139_reads.22969	GSE83139	SMARTer	alpha
GSE83139_reads.22970	GSE83139	SMARTer	MC
GSE83139_reads.22971	GSE83139	SMARTer	alpha
GSE83139_reads.22972	GSE83139	SMARTer	alpha
GSE83139_reads.22973	GSE83139	SMARTer	alpha
GSE83139_reads.22974	GSE83139	SMARTer	alpha
GSE83139_reads.22975	GSE83139	SMARTer	PP
GSE83139_reads.22976	GSE83139	SMARTer	PP
GSE83139_reads.22978	GSE83139	SMARTer	alpha
GSE83139_reads.22979	GSE83139	SMARTer	delta
GSE83139_reads.22980	GSE83139	SMARTer	PP
GSE83139_reads.22982	GSE83139	SMARTer	alpha
GSE83139_reads.22983	GSE83139	SMARTer	alpha
GSE83139_reads.22984	GSE83139	SMARTer	alpha
GSE83139_reads.22985	GSE83139	SMARTer	alpha
GSE83139_reads.22986	GSE83139	SMARTer	alpha
GSE83139_reads.22987	GSE83139	SMARTer	PP
GSE83139_reads.22988	GSE83139	SMARTer	alpha
GSE83139_reads.22989	GSE83139	SMARTer	alpha
GSE83139_reads.22990	GSE83139	SMARTer	EC
GSE83139_reads.22991	GSE83139	SMARTer	alpha
GSE83139_reads.22992	GSE83139	SMARTer	MC
GSE83139_reads.22993	GSE83139	SMARTer	alpha
GSE83139_reads.22994	GSE83139	SMARTer	alpha
GSE83139_reads.22995	GSE83139	SMARTer	alpha
GSE83139_reads.22996	GSE83139	SMARTer	beta
GSE83139_reads.22997	GSE83139	SMARTer	alpha
GSE83139_reads.22998	GSE83139	SMARTer	alpha
GSE83139_reads.23000	GSE83139	SMARTer	alpha
GSE83139_reads.23001	GSE83139	SMARTer	alpha
GSE83139_reads.23002	GSE83139	SMARTer	ductal
GSE83139_reads.25937	GSE83139	SMARTer	beta
GSE83139_reads.25938	GSE83139	SMARTer	alpha
GSE83139_reads.25939	GSE83139	SMARTer	alpha
GSE83139_reads.25940	GSE83139	SMARTer	beta
GSE83139_reads.25942	GSE83139	SMARTer	beta
GSE83139_reads.25943	GSE83139	SMARTer	PP
GSE83139_reads.25944	GSE83139	SMARTer	beta
GSE83139_reads.25945	GSE83139	SMARTer	beta
GSE83139_reads.25948	GSE83139	SMARTer	alpha
GSE83139_reads.25950	GSE83139	SMARTer	alpha
GSE83139_reads.25951	GSE83139	SMARTer	alpha
GSE83139_reads.25952	GSE83139	SMARTer	MC
GSE83139_reads.25953	GSE83139	SMARTer	alpha
GSE83139_reads.25954	GSE83139	SMARTer	alpha
GSE83139_reads.25955	GSE83139	SMARTer	PP
GSE83139_reads.25956	GSE83139	SMARTer	alpha
GSE83139_reads.25957	GSE83139	SMARTer	acinar
GSE83139_reads.25958	GSE83139	SMARTer	alpha
GSE83139_reads.25959	GSE83139	SMARTer	beta
GSE83139_reads.25960	GSE83139	SMARTer	alpha
GSE83139_reads.25961	GSE83139	SMARTer	alpha
GSE83139_reads.25962	GSE83139	SMARTer	alpha
GSE83139_reads.25963	GSE83139	SMARTer	beta
GSE83139_reads.25964	GSE83139	SMARTer	alpha
GSE83139_reads.25965	GSE83139	SMARTer	beta
GSE83139_reads.25966	GSE83139	SMARTer	beta
GSE83139_reads.25967	GSE83139	SMARTer	alpha
GSE83139_reads.25969	GSE83139	SMARTer	alpha
GSE83139_reads.25970	GSE83139	SMARTer	PP
GSE83139_reads.25971	GSE83139	SMARTer	MC
GSE83139_reads.25972	GSE83139	SMARTer	alpha
GSE83139_reads.25973	GSE83139	SMARTer	alpha
GSE83139_reads.25974	GSE83139	SMARTer	alpha
GSE83139_reads.25975	GSE83139	SMARTer	PP
GSE83139_reads.25976	GSE83139	SMARTer	alpha
GSE83139_reads.25977	GSE83139	SMARTer	beta
GSE83139_reads.25978	GSE83139	SMARTer	PP
GSE83139_reads.25979	GSE83139	SMARTer	beta
GSE83139_reads.25980	GSE83139	SMARTer	ductal
GSE83139_reads.25981	GSE83139	SMARTer	ductal
GSE83139_reads.25982	GSE83139	SMARTer	alpha
GSE83139_reads.25984	GSE83139	SMARTer	alpha
GSE83139_reads.25986	GSE83139	SMARTer	ductal
GSE83139_reads.25987	GSE83139	SMARTer	alpha
GSE83139_reads.25988	GSE83139	SMARTer	beta
GSE83139_reads.25989	GSE83139	SMARTer	beta
GSE83139_reads.25990	GSE83139	SMARTer	ductal
GSE83139_reads.25991	GSE83139	SMARTer	alpha
GSE83139_reads.25992	GSE83139	SMARTer	ductal
GSE83139_reads.25993	GSE83139	SMARTer	alpha
GSE83139_reads.25994	GSE83139	SMARTer	alpha
GSE83139_reads.26007	GSE83139	SMARTer	ductal
GSE83139_reads.26008	GSE83139	SMARTer	acinar
GSE83139_reads.26009	GSE83139	SMARTer	alpha
GSE83139_reads.26010	GSE83139	SMARTer	MC
GSE83139_reads.26011	GSE83139	SMARTer	beta
GSE83139_reads.26012	GSE83139	SMARTer	beta
GSE83139_reads.26013	GSE83139	SMARTer	ductal
GSE83139_reads.26014	GSE83139	SMARTer	alpha
GSE83139_reads.26015	GSE83139	SMARTer	alpha
GSE83139_reads.26016	GSE83139	SMARTer	beta
GSE83139_reads.26018	GSE83139	SMARTer	ductal
GSE83139_reads.26021	GSE83139	SMARTer	delta
GSE83139_reads.26022	GSE83139	SMARTer	alpha
GSE83139_reads.26023	GSE83139	SMARTer	ductal
GSE83139_reads.26024	GSE83139	SMARTer	alpha
GSE83139_reads.26025	GSE83139	SMARTer	PP
GSE83139_reads.26026	GSE83139	SMARTer	alpha
GSE83139_reads.26027	GSE83139	SMARTer	alpha
GSE83139_reads.26028	GSE83139	SMARTer	alpha
GSE83139_reads.26029	GSE83139	SMARTer	alpha
GSE83139_reads.26030	GSE83139	SMARTer	beta
GSE83139_reads.26032	GSE83139	SMARTer	beta
GSE83139_reads.26033	GSE83139	SMARTer	alpha
GSE83139_reads.26034	GSE83139	SMARTer	acinar
GSE83139_reads.26035	GSE83139	SMARTer	ductal
GSE83139_reads.26036	GSE83139	SMARTer	beta
GSE83139_reads.26037	GSE83139	SMARTer	delta
GSE83139_reads.26038	GSE83139	SMARTer	beta
GSE83139_reads.26039	GSE83139	SMARTer	beta
GSE83139_reads.26040	GSE83139	SMARTer	beta
GSE83139_reads.26041	GSE83139	SMARTer	acinar
GSE83139_reads.26042	GSE83139	SMARTer	beta
GSE83139_reads.26044	GSE83139	SMARTer	alpha
GSE83139_reads.26045	GSE83139	SMARTer	ductal
GSE83139_reads.26046	GSE83139	SMARTer	alpha
GSE83139_reads.26047	GSE83139	SMARTer	alpha
GSE83139_reads.26048	GSE83139	SMARTer	alpha
GSE83139_reads.26049	GSE83139	SMARTer	ductal
GSE83139_reads.26050	GSE83139	SMARTer	ductal
GSE83139_reads.26051	GSE83139	SMARTer	PP
GSE83139_reads.26052	GSE83139	SMARTer	delta
GSE83139_reads.26053	GSE83139	SMARTer	beta
GSE83139_reads.26054	GSE83139	SMARTer	PP
GSE83139_reads.26055	GSE83139	SMARTer	beta
GSE83139_reads.26056	GSE83139	SMARTer	alpha
GSE83139_reads.26057	GSE83139	SMARTer	beta
GSE83139_reads.26058	GSE83139	SMARTer	beta
GSE83139_reads.26060	GSE83139	SMARTer	PP
GSE83139_reads.26061	GSE83139	SMARTer	ductal
GSE83139_reads.26062	GSE83139	SMARTer	alpha
GSE83139_reads.26063	GSE83139	SMARTer	alpha
GSE83139_reads.26064	GSE83139	SMARTer	beta
GSE83139_reads.26065	GSE83139	SMARTer	alpha
GSE83139_reads.26066	GSE83139	SMARTer	beta
GSE83139_reads.26068	GSE83139	SMARTer	alpha
GSE83139_reads.26069	GSE83139	SMARTer	ductal
GSE83139_reads.26071	GSE83139	SMARTer	beta
GSE83139_reads.26073	GSE83139	SMARTer	delta
GSE83139_reads.26074	GSE83139	SMARTer	beta
GSE83139_reads.26076	GSE83139	SMARTer	beta
GSE83139_reads.26079	GSE83139	SMARTer	beta
GSE83139_reads.26080	GSE83139	SMARTer	alpha
GSE83139_reads.26081	GSE83139	SMARTer	ductal
GSE83139_reads.26084	GSE83139	SMARTer	alpha
GSE83139_reads.26086	GSE83139	SMARTer	alpha
GSE83139_reads.26087	GSE83139	SMARTer	beta
GSE83139_reads.26088	GSE83139	SMARTer	delta
GSE83139_reads.26090	GSE83139	SMARTer	ductal
GSE83139_reads.26091	GSE83139	SMARTer	acinar
GSE83139_reads.26092	GSE83139	SMARTer	alpha
GSE83139_reads.26093	GSE83139	SMARTer	alpha
GSE83139_reads.26094	GSE83139	SMARTer	alpha
GSE83139_reads.26096	GSE83139	SMARTer	alpha
GSE83139_reads.26097	GSE83139	SMARTer	alpha
GSE83139_reads.26098	GSE83139	SMARTer	alpha
GSE83139_reads.26099	GSE83139	SMARTer	alpha
GSE83139_reads.26101	GSE83139	SMARTer	alpha
GSE83139_reads.26102	GSE83139	SMARTer	alpha
GSE83139_reads.26104	GSE83139	SMARTer	PP
GSE83139_reads.26105	GSE83139	SMARTer	ductal
GSE83139_reads.26107	GSE83139	SMARTer	ductal
GSE83139_reads.26109	GSE83139	SMARTer	alpha
GSE83139_reads.26110	GSE83139	SMARTer	alpha
GSE83139_reads.26111	GSE83139	SMARTer	EC
GSE83139_reads.26112	GSE83139	SMARTer	MC
GSE83139_reads.26114	GSE83139	SMARTer	alpha
GSE83139_reads.26117	GSE83139	SMARTer	acinar
